,Unnamed: 0,id,standard_smiles,mol,rule_of_five,rule_of_ghose,rule_of_veber,rule_of_reos,alerts_BMS,alerts_PAINS,alerts_SureChEMBL,alerts_Chelator,alerts_AlphaScreen-Hitters,alerts_Frequent-Hitter,filters_NIBR,filter_complexity,filter_bredt,filter_molecular_graph,cluster,smiles
546,836,compound_1997,O=C(CCSc1nnc(-c2ccco2)o1)Nc1ccc(Cl)cc1,<rdkit.Chem.rdchem.Mol object at 0x7352c10d5d20>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,1223,O=C(CCSc1nnc(-c2ccco2)o1)Nc1ccc(Cl)cc1
547,840,compound_1677,COc1ccc(OC)c(C(C)=O)c1OCc1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7352c10d5ee0>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,1222,COc1ccc(OC)c(C(C)=O)c1OCc1ccccc1
548,841,compound_2506,Cc1ccc(N(C(C)C(=O)NC2CC2)S(C)(=O)=O)cc1,<rdkit.Chem.rdchem.Mol object at 0x7352c10d5f50>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,49,Cc1ccc(N(C(C)C(=O)NC2CC2)S(C)(=O)=O)cc1
549,842,compound_2158,O=C(COC(=O)c1cccc(O)c1)Nc1ccccc1C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x7352c10d5fc0>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,1221,O=C(COC(=O)c1cccc(O)c1)Nc1ccccc1C(F)(F)F
550,844,compound_0664,Cc1scc(C(=O)NCCCn2ccnc2)c1-c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7352c10d60a0>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,1220,Cc1scc(C(=O)NCCCn2ccnc2)c1-c1ccccc1
551,845,compound_1488,Cc1cc(NC(=O)c2cc(C3CC3)on2)n(-c2ccccc2)n1,<rdkit.Chem.rdchem.Mol object at 0x7352c10d6110>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,1219,Cc1cc(NC(=O)c2cc(C3CC3)on2)n(-c2ccccc2)n1
552,847,compound_0746,Cn1c(=O)oc2cc(S(=O)(=O)N3CCCCC3)c(Cl)cc21,<rdkit.Chem.rdchem.Mol object at 0x7352c10d61f0>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,1218,Cn1c(=O)oc2cc(S(=O)(=O)N3CCCCC3)c(Cl)cc21
553,848,compound_2681,CCc1ccc(C(=O)CC2(O)C(=O)N(CC)c3ccccc32)cc1,<rdkit.Chem.rdchem.Mol object at 0x7352c10d6260>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,1217,CCc1ccc(C(=O)CC2(O)C(=O)N(CC)c3ccccc32)cc1
554,849,compound_0569,Cn1c(=O)c2c(ncn2Cc2ccc(F)cc2Cl)n(C)c1=O,<rdkit.Chem.rdchem.Mol object at 0x7352c10d62d0>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,6,Cn1c(=O)c2c(ncn2Cc2ccc(F)cc2Cl)n(C)c1=O
555,850,compound_1637,Cc1cc2ccccn2c1C(=O)c1cccc(S(=O)(=O)N(C)C)c1,<rdkit.Chem.rdchem.Mol object at 0x7352c10d6340>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,1216,Cc1cc2ccccn2c1C(=O)c1cccc(S(=O)(=O)N(C)C)c1
556,852,compound_0986,Cc1sc2ncnc(OCC(=O)NCCc3ccccc3)c2c1C,<rdkit.Chem.rdchem.Mol object at 0x7352c10d6420>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,1215,Cc1sc2ncnc(OCC(=O)NCCc3ccccc3)c2c1C
557,854,compound_2858,COc1ccc(CNC(=O)CSc2nc3cccnc3s2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7352c10d6500>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,1214,COc1ccc(CNC(=O)CSc2nc3cccnc3s2)cc1
558,855,compound_2311,CSc1ccc(NC(=O)c2cccc(C#N)c2)cc1C#N,<rdkit.Chem.rdchem.Mol object at 0x7352c10d6570>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,1213,CSc1ccc(NC(=O)c2cccc(C#N)c2)cc1C#N
559,856,compound_2351,CCC(c1ccccc1)c1nn2c(-c3cccnc3)nnc2s1,<rdkit.Chem.rdchem.Mol object at 0x7352c10d65e0>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,1212,CCC(c1ccccc1)c1nn2c(-c3cccnc3)nnc2s1
560,859,compound_2235,CCc1cc2ccccc2nc1SCC(=O)Nc1cc(C)on1,<rdkit.Chem.rdchem.Mol object at 0x7352c10d6730>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,1211,CCc1cc2ccccc2nc1SCC(=O)Nc1cc(C)on1
561,860,compound_0372,O=C(Nc1ccc(S(=O)(=O)N2CCOCC2)cc1)c1cnccn1,<rdkit.Chem.rdchem.Mol object at 0x7352c10d67a0>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,1210,O=C(Nc1ccc(S(=O)(=O)N2CCOCC2)cc1)c1cnccn1
562,861,compound_1869,CCc1ccc(C(=O)c2c[nH]c3ccccc3c2=O)cc1,<rdkit.Chem.rdchem.Mol object at 0x7352c10d6810>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,1209,CCc1ccc(C(=O)c2c[nH]c3ccccc3c2=O)cc1
563,862,compound_2436,O=C(Nc1cccc2[nH]c(C(F)(F)F)nc12)c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7352c10d6880>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,1208,O=C(Nc1cccc2[nH]c(C(F)(F)F)nc12)c1ccccc1
564,864,compound_0274,COc1ccc(-c2ncnn2-c2cccc(Cl)c2)cc1OC,<rdkit.Chem.rdchem.Mol object at 0x7352c10d6960>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,1207,COc1ccc(-c2ncnn2-c2cccc(Cl)c2)cc1OC
565,865,compound_2616,CC(=O)Nc1ccc(S(=O)(=O)NCc2ccc(Cl)cc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7352c10d69d0>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,1206,CC(=O)Nc1ccc(S(=O)(=O)NCc2ccc(Cl)cc2)cc1
566,866,compound_1632,O=S(=O)(c1ccccc1)c1ccc(-n2ccnc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7352c10d6a40>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,1205,O=S(=O)(c1ccccc1)c1ccc(-n2ccnc2)cc1
567,867,compound_0713,CN(C(=O)c1ccc(F)cc1)c1ccccc1C(=O)N1CCOCC1,<rdkit.Chem.rdchem.Mol object at 0x7352c10d6ab0>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,1204,CN(C(=O)c1ccc(F)cc1)c1ccccc1C(=O)N1CCOCC1
568,869,compound_0763,COC(=O)CSc1nc(-c2ccccn2)nc(C)c1Cl,<rdkit.Chem.rdchem.Mol object at 0x7352c10d6b90>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,1203,COC(=O)CSc1nc(-c2ccccn2)nc(C)c1Cl
569,870,compound_1704,CSc1nnc(-c2cnn(-c3ccccc3)c2-n2cccc2)n1C,<rdkit.Chem.rdchem.Mol object at 0x7352c10d6c00>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,1202,CSc1nnc(-c2cnn(-c3ccccc3)c2-n2cccc2)n1C
570,871,compound_1907,Cc1ccc(-n2c(=O)cc(N3CCCCCC3)[nH]c2=O)cc1,<rdkit.Chem.rdchem.Mol object at 0x7352c10d6c70>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,1201,Cc1ccc(-n2c(=O)cc(N3CCCCCC3)[nH]c2=O)cc1
571,872,compound_2171,CC1(C)CC2CC(C)(CN2C(=O)c2ccc(F)cc2)C1,<rdkit.Chem.rdchem.Mol object at 0x7352c10d6ce0>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,1200,CC1(C)CC2CC(C)(CN2C(=O)c2ccc(F)cc2)C1
572,873,compound_1224,CCC(=O)N(CCO)Cc1cc2cc3c(cc2[nH]c1=O)OCCO3,<rdkit.Chem.rdchem.Mol object at 0x7352c10d6d50>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,1199,CCC(=O)N(CCO)Cc1cc2cc3c(cc2[nH]c1=O)OCCO3
573,874,compound_0248,CCOC(=O)Cn1nnc(-c2ccc3c(c2)OCO3)n1,<rdkit.Chem.rdchem.Mol object at 0x7352c10d6dc0>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,1198,CCOC(=O)Cn1nnc(-c2ccc3c(c2)OCO3)n1
574,875,compound_1654,CCNc1nc2c(c(=O)n(C)c(=O)n2C)n1CCc1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7352c10d6e30>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,1197,CCNc1nc2c(c(=O)n(C)c(=O)n2C)n1CCc1ccccc1
575,876,compound_0951,COc1ccc(CNC(=O)Cn2ncc(Cl)c(Cl)c2=O)cc1,<rdkit.Chem.rdchem.Mol object at 0x7352c10d6ea0>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,1196,COc1ccc(CNC(=O)Cn2ncc(Cl)c(Cl)c2=O)cc1
576,878,compound_1154,O=C(COC(=O)c1ccc(O)cc1O)Nc1ccc(F)cc1Cl,<rdkit.Chem.rdchem.Mol object at 0x7352c10d6f80>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,1195,O=C(COC(=O)c1ccc(O)cc1O)Nc1ccc(F)cc1Cl
577,879,compound_1420,Cc1cccc(NC(=O)CN(C2CCCCC2)S(C)(=O)=O)c1,<rdkit.Chem.rdchem.Mol object at 0x7352c10d6ff0>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,1194,Cc1cccc(NC(=O)CN(C2CCCCC2)S(C)(=O)=O)c1
578,880,compound_2434,N#Cc1ccc(COC(=O)c2ccc(F)cc2F)cc1,<rdkit.Chem.rdchem.Mol object at 0x7352c10d7060>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,1193,N#Cc1ccc(COC(=O)c2ccc(F)cc2F)cc1
579,881,compound_1490,COc1ccc(-c2c(-c3ccc(O)cc3O)n[nH]c2C)cc1,<rdkit.Chem.rdchem.Mol object at 0x7352c10d70d0>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,1192,COc1ccc(-c2c(-c3ccc(O)cc3O)n[nH]c2C)cc1
580,882,compound_0529,Cc1nnc(SCC(=O)NCC2CCCO2)n1Cc1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7352c10d7140>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,217,Cc1nnc(SCC(=O)NCC2CCCO2)n1Cc1ccccc1
581,885,compound_0520,COc1ccc(C)cc1NC(=O)c1ccc(NC(N)=O)cc1,<rdkit.Chem.rdchem.Mol object at 0x7352c10d7290>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,44,COc1ccc(C)cc1NC(=O)c1ccc(NC(N)=O)cc1
582,887,compound_0272,COc1ccc(Cc2nnc(NC(=O)Cc3cccs3)s2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7352c10d7370>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,1191,COc1ccc(Cc2nnc(NC(=O)Cc3cccs3)s2)cc1
583,889,compound_1737,CCCC(=O)Nc1sc(C(=O)N(CC)CC)c(C)c1C#N,<rdkit.Chem.rdchem.Mol object at 0x7352c10d7450>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,1190,CCCC(=O)Nc1sc(C(=O)N(CC)CC)c(C)c1C#N
584,890,compound_0387,CC(=O)c1c(C)[nH]c(C(=O)Nc2ccc(C)cn2)c1C,<rdkit.Chem.rdchem.Mol object at 0x7352c10d74c0>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,1189,CC(=O)c1c(C)[nH]c(C(=O)Nc2ccc(C)cn2)c1C
585,891,compound_1163,CC(=O)Nc1ccc(C(=O)Nc2ccc(F)cc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7352c10d7530>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,1188,CC(=O)Nc1ccc(C(=O)Nc2ccc(F)cc2)cc1
586,893,compound_2805,COc1ccc(C)cc1NC(=O)c1ccccc1N(C)S(C)(=O)=O,<rdkit.Chem.rdchem.Mol object at 0x7352c10d7610>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,91,COc1ccc(C)cc1NC(=O)c1ccccc1N(C)S(C)(=O)=O
587,895,compound_1926,O=C(CCNc1ccc(C(=O)c2ccncc2)cc1)c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7352c10d76f0>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,1187,O=C(CCNc1ccc(C(=O)c2ccncc2)cc1)c1ccccc1
588,896,compound_1586,OC1CCN(c2cc(-c3ccncc3)nc(-c3ccncc3)n2)CC1,<rdkit.Chem.rdchem.Mol object at 0x7352c10d7760>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,1186,OC1CCN(c2cc(-c3ccncc3)nc(-c3ccncc3)n2)CC1
589,897,compound_1275,CCC(=O)Nc1ccc(NC(=O)c2ccccc2)nc1,<rdkit.Chem.rdchem.Mol object at 0x7352c10d77d0>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,1185,CCC(=O)Nc1ccc(NC(=O)c2ccccc2)nc1
590,899,compound_2071,COc1cccc(-c2noc(C(=O)NCc3ccncc3)n2)c1,<rdkit.Chem.rdchem.Mol object at 0x7352c10d78b0>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,1184,COc1cccc(-c2noc(C(=O)NCc3ccncc3)n2)c1
591,902,compound_1347,COC(=O)c1ccccc1NC(=O)c1cc2ccccc2oc1=O,<rdkit.Chem.rdchem.Mol object at 0x7352c10d7a00>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,50,COC(=O)c1ccccc1NC(=O)c1cc2ccccc2oc1=O
592,903,compound_0567,O=c1c(Cl)c(N2CCCC2)cnn1-c1cccc(Cl)c1,<rdkit.Chem.rdchem.Mol object at 0x7352c10d7a70>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,1183,O=c1c(Cl)c(N2CCCC2)cnn1-c1cccc(Cl)c1
593,904,compound_2532,COc1ccccc1N1CCN(C(=O)c2ccc(C#N)cc2)CC1,<rdkit.Chem.rdchem.Mol object at 0x7352c10d7ae0>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,15,COc1ccccc1N1CCN(C(=O)c2ccc(C#N)cc2)CC1
594,905,compound_0279,COc1ccc(CCNS(=O)(=O)c2ccc(SC)cc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7352c10d7b50>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,1182,COc1ccc(CCNS(=O)(=O)c2ccc(SC)cc2)cc1
595,907,compound_0482,COc1ccc(C(=O)OCC(=O)Nc2ccccc2)cc1OC,<rdkit.Chem.rdchem.Mol object at 0x7352c10d7c30>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,1181,COc1ccc(C(=O)OCC(=O)Nc2ccccc2)cc1OC
596,908,compound_1934,COc1ccc(S(=O)(=O)CCC(=O)Nc2cccc(F)c2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7352c10d7ca0>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,66,COc1ccc(S(=O)(=O)CCC(=O)Nc2cccc(F)c2)cc1
597,909,compound_2021,CCOC(=O)c1c(C)c(C(=O)Nc2ccccc2C)c(C)n1C,<rdkit.Chem.rdchem.Mol object at 0x7352c10d7d10>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,123,CCOC(=O)c1c(C)c(C(=O)Nc2ccccc2C)c(C)n1C
598,910,compound_2635,CC(=O)N(C)C1(c2nnnn2-c2ccccc2C)CCOC(C)(C)C1,<rdkit.Chem.rdchem.Mol object at 0x7352c10d7d80>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,1180,CC(=O)N(C)C1(c2nnnn2-c2ccccc2C)CCOC(C)(C)C1
599,912,compound_2505,CC1=C(C(=O)Nc2ccccc2C)C(c2cccs2)NC(=O)N1,<rdkit.Chem.rdchem.Mol object at 0x7352c10d7e60>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,1179,CC1=C(C(=O)Nc2ccccc2C)C(c2cccs2)NC(=O)N1
600,913,compound_0601,O=C(c1ccc2c(c1)ncn2-c1ccc(F)cc1F)N1CCCCC1,<rdkit.Chem.rdchem.Mol object at 0x7352c10d7ed0>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,1178,O=C(c1ccc2c(c1)ncn2-c1ccc(F)cc1F)N1CCCCC1
601,914,compound_1546,Cc1ccsc1C(=O)OCC(=O)N(Cc1ccccc1)C(C)C,<rdkit.Chem.rdchem.Mol object at 0x7352c10d7f40>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,1177,Cc1ccsc1C(=O)OCC(=O)N(Cc1ccccc1)C(C)C
602,915,compound_2317,CCCC(=O)Nc1ccc(C(=O)N2CCC(C(=O)OCC)CC2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7352c10d8040>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,1176,CCCC(=O)Nc1ccc(C(=O)N2CCC(C(=O)OCC)CC2)cc1
603,916,compound_2217,CC(C)CCNC(=O)CSc1nnc(-c2ccc(F)cc2)o1,<rdkit.Chem.rdchem.Mol object at 0x7352c10d80b0>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,1175,CC(C)CCNC(=O)CSc1nnc(-c2ccc(F)cc2)o1
604,918,compound_2731,CCS(=O)(=O)Nc1ccc(C(=O)Nc2cccnc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7352c10d8190>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,1174,CCS(=O)(=O)Nc1ccc(C(=O)Nc2cccnc2)cc1
605,920,compound_1549,CCn1ncc(NC(=O)c2c(F)cccc2F)c1C(N)=O,<rdkit.Chem.rdchem.Mol object at 0x7352c10d8270>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,1173,CCn1ncc(NC(=O)c2c(F)cccc2F)c1C(N)=O
606,921,compound_2328,Nc1nc(-c2ccc(Cl)cc2)nn1S(=O)(=O)c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7352c10d82e0>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,1172,Nc1nc(-c2ccc(Cl)cc2)nn1S(=O)(=O)c1ccccc1
607,923,compound_0042,CCCCNC(=O)CSc1nnc(-c2ccc(C)cc2)n1N,<rdkit.Chem.rdchem.Mol object at 0x7352c10d83c0>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,136,CCCCNC(=O)CSc1nnc(-c2ccc(C)cc2)n1N
608,924,compound_1144,O=C(c1ccccc1Cl)N1CCC(O)(c2cccnc2)CC1,<rdkit.Chem.rdchem.Mol object at 0x7352c10d8430>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,1171,O=C(c1ccccc1Cl)N1CCC(O)(c2cccnc2)CC1
609,925,compound_1979,COc1ccc(CNC(=O)CSc2nncs2)cc1OC,<rdkit.Chem.rdchem.Mol object at 0x7352c10d84a0>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,1170,COc1ccc(CNC(=O)CSc2nncs2)cc1OC
610,929,compound_1919,CS(=O)(=O)c1cccc(C(=O)Nc2ccc(F)c(Cl)c2)c1,<rdkit.Chem.rdchem.Mol object at 0x7352c10d8660>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,45,CS(=O)(=O)c1cccc(C(=O)Nc2ccc(F)c(Cl)c2)c1
611,930,compound_1776,Cc1cc2ccccc2n1CC(=O)NCc1ccc2c(c1)OCO2,<rdkit.Chem.rdchem.Mol object at 0x7352c10d86d0>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,1169,Cc1cc2ccccc2n1CC(=O)NCc1ccc2c(c1)OCO2
612,932,compound_0282,CC1CCc2c(sc(NC(=O)C3CCCO3)c2C(N)=O)C1,<rdkit.Chem.rdchem.Mol object at 0x7352c10d87b0>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,46,CC1CCc2c(sc(NC(=O)C3CCCO3)c2C(N)=O)C1
613,934,compound_0880,O=C(Nc1cccc(F)c1)c1cnc2n(c1=O)CCS2,<rdkit.Chem.rdchem.Mol object at 0x7352c10d8890>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,13,O=C(Nc1cccc(F)c1)c1cnc2n(c1=O)CCS2
614,935,compound_1003,COC(=O)CCc1c(C)c(C(=O)c2ccco2)c2ccccn12,<rdkit.Chem.rdchem.Mol object at 0x7352c10d8900>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,1168,COC(=O)CCc1c(C)c(C(=O)c2ccco2)c2ccccn12
615,936,compound_1105,COC(=O)CN(c1ccccn1)S(=O)(=O)c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7352c10d8970>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,1167,COC(=O)CN(c1ccccn1)S(=O)(=O)c1ccccc1
616,937,compound_1789,CCOC(=O)C1=C(C)Nc2ncnn2C1c1ccc(C)o1,<rdkit.Chem.rdchem.Mol object at 0x7352c10d89e0>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,201,CCOC(=O)C1=C(C)Nc2ncnn2C1c1ccc(C)o1
617,938,compound_2929,CCCSc1ncccc1C(=O)Nc1cccc2nonc12,<rdkit.Chem.rdchem.Mol object at 0x7352c10d8a50>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,1166,CCCSc1ncccc1C(=O)Nc1cccc2nonc12
618,939,compound_2149,COc1ccc2c(c1)C(O)(CC(=O)c1ccc(C)cc1)C(=O)N2,<rdkit.Chem.rdchem.Mol object at 0x7352c10d8ac0>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,216,COc1ccc2c(c1)C(O)(CC(=O)c1ccc(C)cc1)C(=O)N2
619,940,compound_0090,Cn1c(NC(=O)COc2ccc(Cl)cc2)nc2ccccc21,<rdkit.Chem.rdchem.Mol object at 0x7352c10d8b30>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,215,Cn1c(NC(=O)COc2ccc(Cl)cc2)nc2ccccc21
620,943,compound_1019,COC(=O)C1C(c2ccccc2)CC(=O)N(C)C1(C)C#N,<rdkit.Chem.rdchem.Mol object at 0x7352c10d8c80>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,214,COC(=O)C1C(c2ccccc2)CC(=O)N(C)C1(C)C#N
621,944,compound_0014,O=C(CC1(O)C(=O)Nc2ccccc21)c1cccc(-n2cnnn2)c1,<rdkit.Chem.rdchem.Mol object at 0x7352c10d8cf0>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,1165,O=C(CC1(O)C(=O)Nc2ccccc21)c1cccc(-n2cnnn2)c1
622,945,compound_0302,COc1ccc(CNC(=O)Nc2ccc(F)cc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7352c10d8d60>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,1164,COc1ccc(CNC(=O)Nc2ccc(F)cc2)cc1
623,950,compound_1774,COc1ccc(-c2noc(CCC(=O)NCc3ccccc3)n2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7352c10d8f90>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,11,COc1ccc(-c2noc(CCC(=O)NCc3ccccc3)n2)cc1
624,951,compound_1443,CN(C)C(=O)CSc1nnc(-c2ccco2)n1-c1ccc(F)cc1,<rdkit.Chem.rdchem.Mol object at 0x7352c10d9000>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,1163,CN(C)C(=O)CSc1nnc(-c2ccco2)n1-c1ccc(F)cc1
625,952,compound_1640,COc1ccc2c(c1OC)C(=O)N1c3ccccc3C(=O)NC21,<rdkit.Chem.rdchem.Mol object at 0x7352c10d9070>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,1162,COc1ccc2c(c1OC)C(=O)N1c3ccccc3C(=O)NC21
626,953,compound_1363,O=C(CSc1nc(=O)[nH]c2c1CCC2)Nc1ccccc1F,<rdkit.Chem.rdchem.Mol object at 0x7352c10d90e0>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,O=C(CSc1nc(=O)[nH]c2c1CCC2)Nc1ccccc1F
627,955,compound_1068,COc1ccc(F)cc1S(=O)(=O)n1cnc2cc(C)c(C)cc21,<rdkit.Chem.rdchem.Mol object at 0x7352c10d91c0>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,188,COc1ccc(F)cc1S(=O)(=O)n1cnc2cc(C)c(C)cc21
628,956,compound_2608,CC(OC(=O)c1ccco1)C(=O)N1c2ccccc2CC1C,<rdkit.Chem.rdchem.Mol object at 0x7352c10d9230>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,1161,CC(OC(=O)c1ccco1)C(=O)N1c2ccccc2CC1C
629,957,compound_2489,O=C(Nc1cccnc1)c1cccc(S(=O)(=O)N2CCCC2)c1,<rdkit.Chem.rdchem.Mol object at 0x7352c10d92a0>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,61,O=C(Nc1cccnc1)c1cccc(S(=O)(=O)N2CCCC2)c1
630,959,compound_2342,O=C(Nc1ccc(NC(=O)c2cccnc2)cc1)c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7352c10d9380>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,213,O=C(Nc1ccc(NC(=O)c2cccnc2)cc1)c1ccccc1
631,962,compound_1457,CC(=O)NCCc1nc2ccccc2n1Cc1ccccc1F,<rdkit.Chem.rdchem.Mol object at 0x7352c10d94d0>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,1160,CC(=O)NCCc1nc2ccccc2n1Cc1ccccc1F
632,963,compound_2588,CNC(=O)CN(c1ccc(OC)c(OC)c1)S(C)(=O)=O,<rdkit.Chem.rdchem.Mol object at 0x7352c10d9540>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,1159,CNC(=O)CN(c1ccc(OC)c(OC)c1)S(C)(=O)=O
633,965,compound_2466,Cc1ccc(CNC(=O)COC(=O)c2cccs2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7352c10d9620>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,57,Cc1ccc(CNC(=O)COC(=O)c2cccs2)cc1
634,966,compound_0544,Cc1ccc2cc(C#N)c(SCC(=O)N3CCCCC3)nc2c1,<rdkit.Chem.rdchem.Mol object at 0x7352c10d9690>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,1158,Cc1ccc2cc(C#N)c(SCC(=O)N3CCCCC3)nc2c1
635,968,compound_2706,COc1ccc(-c2nnc(NC(=O)c3cccc(C)c3)o2)c(OC)c1,<rdkit.Chem.rdchem.Mol object at 0x7352c10d9770>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,1157,COc1ccc(-c2nnc(NC(=O)c3cccc(C)c3)o2)c(OC)c1
636,969,compound_2514,Cc1cc(NC(=O)CSc2ccc3c(c2)OCCO3)no1,<rdkit.Chem.rdchem.Mol object at 0x7352c10d97e0>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,1156,Cc1cc(NC(=O)CSc2ccc3c(c2)OCCO3)no1
637,970,compound_2337,Cc1ccc(F)cc1NC(=O)c1cccc(N(C)C)c1,<rdkit.Chem.rdchem.Mol object at 0x7352c10d9850>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,1155,Cc1ccc(F)cc1NC(=O)c1cccc(N(C)C)c1
