id,standard_smiles,syba_score,mce18
compound_2857,Cn1nc(C(=O)N2CCc3ccccc32)c2ccccc2c1=O,90.61709373305156,87.1304347826087
compound_2275,Cc1cc(C)n2ncc(C(=O)NC(C)c3ccccc3)c2n1,136.69506807576687,68.0
compound_2291,Fc1ccc(N2CCN(c3nc4cccnc4s3)CC2)cc1,93.84859158199409,81.52727272727273
compound_2374,NC(=O)CS(=O)(=O)c1nc2ccccc2n1Cc1cccc(F)c1,107.26151956228766,57.0
compound_2828,Cc1cc(C(=O)Nc2nnc(C3CC3)s2)c2ccccc2n1,137.64615905199676,84.36363636363636
compound_0682,COc1cccc(C2CC(C(F)F)n3ncc(C#N)c3N2)c1,40.88438724841912,71.47727272727272
compound_2363,COCCNC(=O)C(C)N1c2cccc3cccc(c23)S1(=O)=O,99.0422421566184,76.0
compound_1109,COc1cccc(OC)c1C(=O)Nc1sc2c(c1C#N)CCCC2,114.70642288544794,55.25
compound_2546,O=C(CSc1nnnn1-c1ccccc1)N1CCc2ccccc21,154.3163228018655,78.69166666666666
compound_1378,O=C1c2ccccc2CC1Sc1nnc(-c2cccnc2)o1,55.79590853578028,98.07070707070709
compound_0811,CC(=O)Nc1ccc(-c2cn3c4c(sc3n2)CCCC4)cc1,99.3729184409803,85.61983471074382
compound_1487,O=C(CC(c1ccccc1)c1ccccc1O)NCc1ccco1,131.02583152773687,60.0
compound_0168,COc1cccc(-c2nn3c(-c4ccccn4)nnc3s2)c1,110.43473074280956,76.0
