ID	pCHEMBL
148	4.131296797721463
149	5.047691990337875
150	5.207608310501746
151	5.356547323513812
152	5.586700235918748
153	4.94692155651658
154	5.0338582672609675
155	5.069050968832477
156	4.8371370066780734
157	5.0343280287798935
158	6.026872146400302
159	6.844663962534939
160	4.308034897232639
161	7.180456064458132
162	4.217026005055952
163	4.047207556955908
164	7.795880017344075
165	4.8696662315049934
166	4.79317412396815
167	4.642827742276967
168	6.6020599913279625
169	6.0999990348465305
170	5.720000163638921
171	6.5934598195660445
172	5.628323524295222
173	4.98999181884542
174	8.13253411126049
175	8.698970004336019
176	5.618934668911675
177	6.831470136839737
178	5.212917784524241
179	5.164848307998772
180	5.410603581779923
181	4.708913754365715
182	5.3487219860018556
183	5.476253533188435
184	5.470942691078809
185	5.905901491720622
186	5.0915149811213505
187	6.111259039317107
188	7.299988937677887
189	8.522878745280337
190	4.958607314841775
191	4.300000029139088
192	4.960463670573408
193	5.232844133917819
194	5.893373973901802
195	5.785253056635629
196	9.045757490560675
197	6.557520230935552
198	6.308918507877031
199	6.2949920406666635
200	8.987162775294827
201	6.699480900891103
202	9.481486060122112
203	9.2839966563652
204	9.142667503568731
205	8.59176003468815
206	9.346787486224656
207	6.519993057042849
208	7.749579997691106
209	9.10790539730952
210	5.78807891569149
211	8.224753740259764
212	8.995678626217357
213	7.892790030352131
214	7.718966632752273
215	9.161150909262744
216	9.2839966563652
217	9.221848749616356
218	9.2839966563652
219	8.573488738635424
220	8.46344155742847
221	7.645891560852599
222	8.647817481888637
223	9.045757490560675
224	8.847711655616944
225	9.346787486224656
226	9.2839966563652
227	9.387216143280265
228	6.25583747482114
229	6.6252516539898965
230	6.0
231	5.6020599913279625
232	5.820000358220839
233	5.0
234	5.300000202445418
235	5.049999969853415
236	6.0
237	5.0
238	6.2399999527072705
239	6.139997578098902
240	5.568636235841013
241	5.660000322371772
242	4.759999957202692
243	7.363813104801276
244	7.130181792020672
245	6.094906031672129
246	7.770062314092066
247	7.96018944585165
248	8.400007822415901
249	6.930331903088404
250	7.575445023393287
251	6.20690839982342
252	8.15002808767115
253	8.299988937677888
254	8.400007822415901
255	8.0
256	7.199970640755866
257	8.0
258	7.295849483160201
259	7.583858968831671
260	6.672988779444495
261	5.860750782428393
262	6.756218083906205
263	5.149782758201611
264	6.131061821667089
265	5.807432546663454
266	6.749579997691106
267	6.964170174747172
268	5.613322716039162
269	8.236572006437063
270	6.0999990348465305
271	6.486782399932061
272	6.670602120638957
273	7.092051478387727
274	4.169999984192581
275	5.499999678657065
276	6.699991797446187
277	7.847711655616943
278	8.070581074285707
279	7.798602875679548
280	7.653647025549361
281	6.399996913372259
282	8.903089986991944
283	4.236572006437063
284	5.772113295386326
285	5.703334809738469
286	6.361510743045363
287	5.6252516539898965
288	5.740000204918113
289	5.0675262353228465
290	6.142742915009306
291	6.950781977329818
292	4.198596289982645
293	4.719649306953994
294	6.827058393534143
295	5.886056647693163
296	8.779891911959945
297	8.096910013008056
298	8.1259059864969
299	6.043831569524636
300	6.522878745280337
301	7.586315363473087
302	6.815624190227723
303	8.173393743112328
304	6.685325786721098
305	7.732986946971932
306	6.708298583455819
307	7.696803942579511
308	6.752026733638194
309	6.1732774798310075
310	7.430626090384954
311	8.920818753952375
312	6.836226541169827
313	5.422508200162775
314	8.119186407719209
315	7.7594507517174005
316	7.096910013008056
317	8.712198270069774
318	6.318758762624412
319	6.251811972993799
320	5.820000358220839
321	6.429994423238211
322	4.0
323	5.889999848866887
324	6.573488738635425
325	6.399996913372259
326	6.459996055149973
327	4.943969103071689
328	4.922268820347608
329	7.513027527927916
330	5.010000098195094
331	6.149997413907539
332	6.219999701663429
333	4.849124836602812
334	5.487209857281861
335	5.348142845673145
336	5.61870572741014
337	7.068041311521069
338	4.912041246744954
339	6.93487953231669
340	7.343467322593245
341	6.7505917664314925
342	5.485714373653732
343	5.327089730173342
344	4.953217895784917
345	7.100329725273209
346	4.078209514341813
347	4.718080592169702
348	4.791668764449247
349	6.374765601649758
350	6.437747887582859
351	6.271483167472811
352	4.261591979427135
353	5.828788659588897
354	4.48365984244375
355	5.141933611245996
356	5.2982552855353315
357	6.745802483433473
358	6.280112670193564
359	5.921845085136557
360	6.252802678798691
361	6.2205857375914935
362	6.16183613305934
363	6.175874166083451
364	6.02091881527932
365	5.755507603010118
366	7.490608155562652
367	6.504455662453552
368	7.157990417245095
369	7.707177155856803
370	7.476177534443677
371	6.344901777033495
372	7.236572006437063
373	7.366531544420414
374	7.7447274948966935
375	6.301029995663981
376	6.301029995663981
377	5.6020599913279625
378	6.6777807052660805
379	7.0
380	4.310889534609782
381	4.685417571396343
382	8.10659945324481
383	7.829226355998287
384	6.658904633208586
385	6.519993057042849
386	6.350003492533959
387	6.699991797446187
388	6.399996913372259
389	5.420000452721523
390	6.819988880942282
391	6.299997602857746
392	7.549652312545295
393	7.77441392124373
394	7.890098012274553
395	7.731018962996137
396	7.283572934259862
397	7.971787711909094
398	6.6969982284698535
399	5.0
400	5.6020599913279625
401	5.6020599913279625
402	4.823908740944319
403	5.0
404	5.0
405	5.6020599913279625
406	5.6020599913279625
407	5.0
408	6.212984366136141
409	6.698970004336019
410	5.6020599913279625
411	5.6020599913279625
412	5.6020599913279625
413	5.6020599913279625
414	5.0
415	4.698970004336019
416	5.100000128334196
417	5.700000503883016
418	5.576754126063192
419	6.050609993355087
420	5.841637507904751
421	5.642065152999546
422	4.790484985457369
423	5.376750709602099
424	6.886056647693163
425	4.104577453960592
426	5.841637507904751
427	6.249491605148654
428	6.059483515067432
429	4.037157318798758
430	5.217527375833714
431	7.769551078621726
432	7.154901959985743
433	7.301029995663981
434	6.559090917934782
435	5.296708621881339
436	7.136677139879544
437	6.375717904164332
438	7.721246399047171
439	5.58838029403677
440	7.721246399047171
441	7.619788758288394
442	6.657577319177793
443	5.647817481888637
444	6.1938200260161125
445	6.494850021680094
446	7.823908740944319
447	7.721246399047171
448	5.3448615651886175
449	6.356547323513812
450	5.920001601921648
451	4.469999943783888
452	4.210000001311122
453	6.263364568037467
454	5.0
455	6.0
456	5.480000159330324
